id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat,,,,,
http://www.jstor.org/stable/j.ctv24w62hm.7,Introduction:,A Horizon of (Im)possibilities: A Chronicle of Brazil’s Conservative Turn,2021,,chapter,introduction,jstor,,01/01/2021,,,http://www.jstor.org/stable/j.ctv24w62hm.7,Katerina Hatzikidi; Eduardo Dullo; Katerina Hatzikidi; Eduardo Dullo,University of London Press,eng,1,34,London,political; conservative; populism; brazilian; authoritarian; brazil; conservative return; crisis; democratic institutions; schwarcz,14723,33,unigrams; bigrams; trigrams; fullText,,,,,
ark://27927/pjbcfj61nz3,VI International Relations / Relations Internationales,International Political Science Abstracts,2023,10.1177/00208345231157669,article,abstract,portico,,01/02/2023,1,73,http://doi.org/10.1177/00208345231157669,,SAGE Publications,eng,107,141,,european; see abstr; policy; international; crisis; european parliament; governance; revue française; article; political,64163,35,unigram; bigram; trigram,,,,,
ark://27927/pbd93xx3fz,Index,The Authority of Everyday Objects,2004,,chapter,,portico,,01/01/2004,,,,Paul Betts,University of California Press,eng,339,348,,design; milan triennale; design council; postwar; ulm institute; kunst dienst; bauhaus; brussels exposition; functionalism; culture,4591,10,unigram; bigram; trigram,,,,,
ark://27927/pbf4299mmg,BIBLIOGRAPHY,Integral Europe,2010,10.2307/j.ctt7scsx.17,chapter,,portico,,01/07/2010,,,https://doi.org/10.2307/j.ctt7scsx.17,DOUGLAS R. HOLMES,Princeton University Press,eng,231,246,,european; fascism; london; european parliament; university; european union; princeton; michalina vaughan; europe; princeton university,6107,16,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/48782512,Postcolonial Discourses in Italy,Borderlands e-journal,2013,,article,book-review,jstor,,01/01/2013,2,12,http://www.jstor.org/stable/48782512,Itala Vivan; Simone Brioni; Kaha Mohamed Aden; Ribka Sibhatu,Anthony Burke,eng,1,4,,italian; simone brioni; ermanno guida; kaha mohamed; colonial; postcolonial; mohamed aden; colonial history; mogadishu; itala vivan,1573,4,unigrams; bigrams; trigrams,,,,,
ark://27927/pjbfnrwj6b3,Introduction: &#39;Even the hippies were only very slowly going secular&#39;: Dechristianization and the Culture of Individualism in North America and Western Europe,The Sixties and Beyond,2013,,chapter,,portico,,01/01/2013,,,,Nancy Christie and Michael Gauvreau,University of Toronto Press,eng,,,,church; religious; michael gauvreau; nancy christie; religion; postwar; sixties; callum brown; historians; callum,18032,36,unigram; bigram; trigram,,,,,
ark://27927/pgjq311g0m,Italian Foreign Policy towards Israel: The Turning Point of the Berlusconi Government (2001–––2006),Israel Studies,2011,10.2979/ISR.2011.16.1.79,article,research-article,portico,,01/04/2011,1,16,http://doi.org/10.2979/ISR.2011.16.1.79,Arturo Marzano,Indiana University Press,eng,79,103,,israel; italian; berlusconi; italian foreign; towards israel; policy; italian foreign policy; palestinian; policy towards; palestinian conflict,10159,25,unigram; bigram; trigram,,,,,
ark://27927/pjb4k5x60wj,In-between Solidity and Fluidity: The Reclaimed Marshlands of Agro Pontino,"Theory, Culture & Society",2022,10.1177/02632764211038669,article,research-article,portico,,01/03/2022,2,39,http://doi.org/10.1177/02632764211038669,Paolo Gruppuso,SAGE Publications,eng,53,73,,bonifica integrale; marshes; pontine marshes; solidity; fluidity; reclamation; agro pontino; fascist; marshlands; quarry,12972,21,unigram; bigram; trigram,,,,,
ark://27927/phzbqfrswxq,Facing the new fascism,Thesis Eleven,2019,10.1177/0725513619852198,article,,portico,,01/06/2019,1,152,http://doi.org/10.1177/0725513619852198,Chamsy el-Ojeili,SAGE Publications,eng,102,118,,fascism; traverso; alt right; radical right; classical fascism; populism; liberalism; wendling; accessed; thesis eleven,8733,17,unigram; bigram; trigram,,,,,
ark://27927/phx667s0khx,Refining the Concept of Generic Fascism,European History Quarterly,2009,10.1177/0265691408101443,article,,portico,,01/04/2009,2,39,http://doi.org/10.1177/0265691408101443,Andreas Umland,SAGE Publications,eng,298,309,,fascism; generic fascism; griffin; fascist studies; umland refining; comparative fascist; gregor; neo fascism; nationalism; italian fascism,6034,12,unigram; bigram; trigram,,,,,
ark://27927/phx7whqf0j9,Varieties of populism: insights from the Italian case,Italian Political Science Review / Rivista Italiana di Scienza Politica,2016,10.1017/ipo.2016.6,article,research-article,portico,,26/04/2016,2,46,http://doi.org/10.1017/ipo.2016.6,Antonella Seddone; Manuela Caiani; Laura Polverari; Arianna Giovannini; Paolo R. Graziano,Cambridge University Press,eng,243,267,,populism; manifesto; electoral manifestos; electoral manifesto; parties; delegitimation; leader; italian; rifondazione comunista; political,10988,25,unigram; bigram; trigram,,,,,
ark://27927/pgg3qq2s2sd,Italian Foreign Policy towards Israel: The Turning Point of the Berlusconi Government (2001––2006),Israel Studies,2011,10.2979/ISR.2011.16.1.79,article,research-article,portico,,01/04/2011,1,16,http://doi.org/10.2979/ISR.2011.16.1.79,Arturo Marzano,Indiana University Press,eng,79,103,,israel; italian; berlusconi; italian foreign; towards israel; policy; italian foreign policy; palestinian; policy towards; palestinian conflict,10159,25,unigram; bigram; trigram,,,,,
ark://27927/pgk1j5gghzn,From Holocaust Trauma to the Dirty War,Historical Reflections/Réflexions Historiques,2015,10.3167/hrrh.2015.410304,article,,portico,,01/12/2015,3,41,http://doi.org/10.3167/hrrh.2015.410304, Federico Finchelstein,Berghahn,eng,47,58,,fascism; fascist violence; violence; argentine; perpetrators; holocaust; fascist ideology; victims; dirty war; transnational,5606,12,unigram; bigram; trigram,,,,,
ark://27927/pbd92xdhp8,Introduction,Given World and Time,2008,,chapter,,portico,,01/01/2008,,,,"Miller, Tyrus",Central European University Press,eng,1,12,,whats minta; tyrus miller; historical; communist; contexts; context; history; boris groys; essays; narrator,4019,12,unigram; bigram; trigram,,,,,
ark://27927/phxd4b2fdg,The Significance of the Italian Elections,Government and Opposition,1994,10.1111/j.1477-7053.1994.tb01225.x,article,,portico,,01/07/1994,3,29,http://doi.org/10.1111/j.1477-7053.1994.tb01225.x,Francesco Sidoti,"John Wiley & Sons, Inc.",eng,332,347,,berlusconi; italian; alliance; fona italia; elections; italian elections; extreme right; national alliance; political; freedom alliance,5557,16,unigram; bigram; trigram,,,,,
ark://27927/pjbhvfwmmr4,Notes,Prison Terms,2002,,chapter,,portico,,01/01/2002,,,,"Nerenberg, Ellen",University of Toronto Press,eng,,,,fascism; italian; fascist virilities; turin einaudi; spackman fascist; negli anni; fascist italy; milan mursia; spackman fascist virilities; dino buzzati,34892,46,unigram; bigram; trigram,,,,,
ark://27927/phx66ksb7d2,"Counter-Terror Culture: Ambiguity, Subversion, or Legitimization?",Security Dialogue,2007,10.1177/0967010607078538,article,,portico,,01/06/2007,2,38,http://doi.org/10.1177/0967010607078538,Christian W. Erickson,SAGE Publications,eng,197,214,,terrorism; battlestar galactica; security; matrix trilogy; counter; security apparatus; agents; culture; subversion; erickson counter,8362,18,unigram; bigram; trigram,,,,,
ark://27927/pjbmxjk0vc0,Epilogue:,From Fascism to Populism in History,2019,,chapter,,portico,,20/08/2019,,,,Federico Finchelstein,University of California Press,eng,247,256,,populism; fascism; democracy; leader; epilogue; people; democratic; electoral; dictatorial; populist leaders,2925,10,unigram; bigram; trigram,,,,,
ark://27927/phx5z4pv95r,Review: The Body in the Mirror: Shapes of History in Italian Cinema,Forum Italicum,1995,10.1177/001458589502900136,article,,portico,,01/03/1995,1,29,http://doi.org/10.1177/001458589502900136,Angelica Forti-Lewis,SAGE Publications,eng,232,233,,noialtri europei; angela dalle; italian; cinema; fascist cinema; gyula illyés; risorgimento; italian cinema; fragili equilibri; ungherese gyula,799,2,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/45174893,"Floor Mosaics, ""Romanità"", and Spectatorship: The Foro Mussolini's Piazzale dell'Impero",The Art Bulletin,2019,,article,research-article,jstor,,01/06/2019,2,101,http://www.jstor.org/stable/45174893,MICHAEL TYMKIW,"Taylor & Francis, Ltd.",eng,109,132,,piazzale dellimpero; mosaics; foro mussolini; moretti; ancient roman; images; spectator; floor mosaics; spectators; mussolinis piazzale,16369,24,unigrams; bigrams; trigrams,,,,,
ark://27927/pjbmxjk257d,Index,A Brief History of Fascist Lies,2022,,chapter,,portico,,01/08/2022,,,,Federico Finchelstein,University of California Press,eng,135,140,,fascist; fascist liesindd; blue shirts; corporatism; unconscious; terrorist attack; mythmaking; dictatorship; lugones; fascist myth,3648,6,unigram; bigram; trigram,,,,,
ark://27927/pjbhvgb53hg,"6 Maggi&#39;s Croce, Sasso&#39;s Gentile, and the Riddles of Twentieth-Century Italian Intellectual History",Historicism and Fascism in Modern Italy,2007,,chapter,,portico,,01/01/2007,,,,"Roberts, David D.",University of Toronto Press,eng,,,,gentile; fascism; philosophy; italian; totalitarian; thinking; tradition; philosophical; croce and gentile; croce gentile,14397,30,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/41205857,"""SURPRISING THE DARKNESS"": HISTORY, MEMORY, AND REPRESENTATION IN JEROME BADANES' ""THE FINAL OPUS OF LEON SOLOMON""",Studies in American Jewish Literature (1981-),1996,,article,research-article,jstor,,01/01/1996,,15,http://www.jstor.org/stable/41205857,Tresa Grauer,Penn State University Press,eng,78,89,,leon solomon; final opus; holocaust; jewish; history; memory; representation; darkness history; jerome badanes; history memory,7307,12,unigrams; bigrams; trigrams,,,,,
ark://27927/pjbj14f2rqm,Chapter 2: The Making of Maliq&#39;s Landscape: Modern and Stalinist,Sugarland,2023,,chapter,,portico,,01/01/2023,,,,"Hoxha, Artan R.",Central European University Press,eng,,,,reclamation; albanian; landscape; agriculture; communist; ministry; regime; soviet; regionalization; tirana,25677,46,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/10.5325/critphilrace.5.2.0296,"Decolonization and Denazification: Student Politics, Cultural Revolution, and the Affective Labor of Remembering",Critical Philosophy of Race,2017,,article,research-article,jstor,,01/07/2017,2,5,http://www.jstor.org/stable/10.5325/critphilrace.5.2.0296,Antje Schuhmann,Penn State University Press,eng,296,319,,affective labor; collective; apartheid; racism; decolonization; africa; non racialism; remembering; politics; germany,6918,24,unigrams; bigrams; trigrams,,,,,
ark://27927/pbd6fkn5jh,Acknowledgments,"Search for Neofascism, TheThe Search for Neofascism",2009,,chapter,,portico,,01/01/2009,,,,A. James Gregor,Cambridge University Press,eng,xi,xii,,danilo breschi; neofascist movimento; giorgio almirante; maoism; alessandro campi; oswald mosley; peter sperlich; cuny320b gregor; movimento sociale; islamic fundamentalism,415,2,unigram; bigram; trigram,,,,,
ark://27927/pgknn7s6sp,George L. Mosse and Walter Laqueur on the History of Fascism,Journal of Contemporary History,2015,10.1177/0022009415594757,article,,portico,,01/10/2015,4,50,http://doi.org/10.1177/0022009415594757,Stanley G. Payne,SAGE Publications,eng,750,767,,fascism; laqueur; jihadism; history; generic fascism; contemporary history; national socialism; fascist ideology; walter laqueur; germany,9292,18,unigram; bigram; trigram,,,,,
ark://27927/pjbfnrp15hd,Index,Revolting Families,2013,,chapter,,portico,,01/01/2013,,,,"Smith, Carrie",University of Toronto Press,eng,,,,realism; new realism; corporeal realism; black realism; negativity; family; private sphere; repressive sublimation; revolting families; marcuse herbert,7720,10,unigram; bigram; trigram,,,,,
ark://27927/pd2h5n08h,Empire and Counter-Empire in the Italian Far Right,"Theory, Culture & Society",2007,10.1177/0263276407081285,article,research-article,portico,,01/09/2007,5,24,http://doi.org/10.1177/0263276407081285,Damian Spruce,SAGE Publications,eng,99,126,,empire; italian; lega nord; alleanza nazionale; spruce; roman empire; counter empire; immigration; nationalism; hardt and negri,13753,28,unigram; bigram; trigram,,,,,
ark://27927/phzq7j4jv7f,From ‘the people’ to the crowd: The push for independence in Catalonia,Social Science Information,2021,10.1177/05390184211021354,article,,portico,,01/09/2021,3,60,http://doi.org/10.1177/05390184211021354,Esperança Bielsa,SAGE Publications,eng,395,412,,canetti; crowds; tsunami; catalan; populism; tsunami democràtic; catalan independence; tsunami democràtic’s; elias canetti; social,8155,18,unigram; bigram; trigram,,,,,
ark://27927/pgg1n0r2bww,Three decades of populist radical right parties in Western Europe: So what?,European Journal of Political Research,2013,10.1111/j.1475-6765.2012.02065.x,article,,portico,,01/01/2013,1,52,http://doi.org/10.1111/j.1475-6765.2012.02065.x,CAS MUDDE,"John Wiley & Sons, Inc.",eng,1,19,,populist radical; radical right; populist radical right; parties; european; immigration; political research; political; western europe; european consortium,8049,19,unigram; bigram; trigram,,,,,
ark://27927/phxww46btq,3. Tourism and Quality of Life at the End of Franco&#39;s Dictatorship,Ethics of Life,2016,,chapter,,portico,,01/01/2016,,,,Katarzyna Beilin; William Viestenz,Vanderbilt University Press,eng,59,88,,tourism; quality; sánchez bella; turismo; spanish; eugenia afinoguénova; environment; medio ambiente; calidad; technocrats,12204,30,unigram; bigram; trigram,,,,,
ark://27927/pgk2v7xc39x,From Structuralism to Culturalism: The Protracted German Reception of The Making of the English Working Class and its Actuality Reassessed from a Post-Cold War Perspective,International Review of Social History,2016,10.1017/S0020859016000043,article,research-article,portico,,19/04/2016,1,61,http://doi.org/10.1017/S0020859016000043,Thomas Lindenberger,Cambridge University Press,eng,11,34,,german; thomas lindenberger; history; social; historians; making; thompson; social history; social historians; dieter groh,11011,24,unigram; bigram; trigram,,,,,
ark://27927/phw7pxfjcd,Futurism Redux,Modernism/modernity,2010,10.1353/mod.0.0184,article,,portico,,21/02/2010,1,17,http://doi.org/10.1353/mod.0.0184,Romy. Golan,Project MUSE,eng,223,231,,futurism; marinetti; fascism; futurists; reyner banham; manifestoes; movement; edoardo sanguineti; romy golan; guerra futurista,3359,9,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/45236058,Berlusconi's improbable coalition,New Zealand International Review,1995,,article,research-article,jstor,,01/09/1995,5,20,http://www.jstor.org/stable/45236058,Paolo Tripodi,New Zealand Institute of International Affairs,eng,21,23,,political; christian democrats; coalition; forza italia; gianfranco fini; berlusconi; berlusconis coalition; electoral; mani pulite; northern league,3021,3,unigrams; bigrams; trigrams,,,,,
http://www.jstor.org/stable/29776388,The Meaning of Fascism in Italy Today: Fifty Years After the Fall,Italian Americana,1997,,article,research-article,jstor,,01/01/1997,1,15,http://www.jstor.org/stable/29776388,PHILIP V. CANNISTRARO; Emilio Gentile; Mary L. Volcansek,Italian Americana,eng,7,21,,fascist; italian; nationalism; radical nationalism; alleanza nazionale; neo fascists; modernist nationalism; italian americana; neo fascism; political,6153,15,unigrams; bigrams; trigrams,,,,,
ark://27927/phzh157jcmq,Spain must be defended: explaining the criminalization of political dissent in Catalonia,State Crime Journal,2020,10.13169/statecrime.9.1.0100,article,research-article,portico,,01/01/2020,1,9,http://doi.org/10.13169/statecrime.9.1.0100,David Whyte; Ignasi Bernat,Pluto Journals,eng,100,117,,spanish; political; ignasi bernat; franco; catalan; catalonia; spanish state; political prisoners; david whyte; pluto journals,10141,18,unigram; bigram; trigram,,,,,
